Prime,Prime Mod 12,# of Conjugate Pairs,# of Isogenous Conjugate Pairs,% of Isogenous Conjugates
42643,7,1750,64,0.03657142857
42649,1,1727,70,0.04053271569
42667,7,1755,76,0.0433048433
42677,5,1735,50,0.0288184438
42683,11,1736,45,0.02592165899
42689,5,1696,34,0.02004716981
42697,1,1763,64,0.03630175837
42701,5,1711,15,0.008766803039
42703,7,1739,127,0.07303047729
42709,1,1749,42,0.02401372213
42719,11,1622,28,0.01726263872
42727,7,1735,84,0.04841498559
42737,5,1749,42,0.02401372213
42743,11,1705,28,0.01642228739
42751,7,1737,67,0.03857225101
42767,11,1707,39,0.02284710018
42773,5,1737,62,0.03569372481
42787,7,1742,85,0.04879448909
42793,1,1766,93,0.05266138165
42797,5,1719,48,0.02792321117
42821,5,1733,23,0.01327178304
42829,1,1755,57,0.03247863248
42839,11,1637,33,0.02015882712
42841,1,1753,59,0.03365658871
42853,1,1757,106,0.06033010814
42859,7,1741,95,0.05456634118
42863,11,1704,37,0.02171361502
42899,11,1673,31,0.01852958757
42901,1,1756,54,0.03075170843
42923,11,1716,55,0.03205128205
42929,5,1692,26,0.01536643026
42937,1,1772,132,0.07449209932
42943,7,1724,69,0.04002320186
42953,5,1753,30,0.01711351968
42961,1,1754,42,0.02394526796
42967,7,1760,83,0.04715909091
42979,7,1734,60,0.03460207612
42989,5,1739,37,0.02127659574
43003,7,1769,82,0.04635387224
43013,5,1755,46,0.02621082621
43019,11,1718,27,0.01571594878
43037,5,1765,39,0.02209631728
43049,5,1719,29,0.01687027341
43051,7,1757,50,0.02845759818
43063,7,1758,134,0.07622298066
43067,11,1724,48,0.02784222738
43093,1,1771,87,0.04912478826
43103,11,1743,49,0.0281124498
43117,1,1778,60,0.03374578178
43133,5,1734,41,0.02364475202
43151,11,1652,28,0.01694915254
43159,7,1721,40,0.02324230099
43177,1,1781,68,0.0381807973
43189,1,1757,73,0.04154809334
43201,1,1773,55,0.03102086858
43207,7,1761,102,0.05792163543
43223,11,1715,59,0.03440233236
43237,1,1767,90,0.05093378608
43261,1,1772,47,0.02652370203
43271,11,1694,26,0.01534828808
43283,11,1767,57,0.03225806452
43291,7,1735,65,0.03746397695
43313,5,1763,28,0.01588201929
43319,11,1655,29,0.01752265861
43321,1,1781,82,0.04604154969
43331,11,1721,31,0.01801278327
43391,11,1644,22,0.01338199513
43397,5,1765,31,0.01756373938
43399,7,1736,93,0.05357142857
43403,11,1732,55,0.0317551963
43411,7,1770,56,0.03163841808
43427,11,1733,54,0.03115983843
43441,1,1774,69,0.0388951522
43451,11,1752,35,0.01997716895
43457,5,1774,45,0.02536640361
43481,5,1769,28,0.0158281515
43487,11,1719,64,0.03723094823
43499,11,1734,27,0.01557093426
43517,5,1779,66,0.0370994941
43541,5,1752,28,0.01598173516
43543,7,1783,116,0.06505888951
43573,1,1788,101,0.05648769575
43577,5,1769,30,0.01695873375
43579,7,1761,47,0.02668938103
43591,7,1779,56,0.03147835863
43597,1,1803,101,0.0560177482
43607,11,1734,44,0.02537485582
43609,1,1784,83,0.04652466368
43613,5,1773,66,0.0372250423
43627,7,1785,100,0.05602240896
43633,1,1803,66,0.03660565724
43649,5,1775,28,0.01577464789
43651,7,1764,59,0.03344671202
43661,5,1753,23,0.01312036509
43669,1,1779,83,0.0466554244
43691,11,1736,28,0.01612903226
43711,7,1748,86,0.04919908467
43717,1,1809,101,0.05583195135
43721,5,1739,33,0.01897642323
43753,1,1794,98,0.05462653289
43759,7,1765,43,0.02436260623
43777,1,1802,106,0.05882352941
43781,5,1763,30,0.01701644923
43783,7,1765,126,0.07138810198
43787,11,1772,32,0.01805869074
43789,1,1797,52,0.02893711742
43793,5,1781,36,0.02021336328
43801,1,1789,45,0.02515371716
43853,5,1781,48,0.02695115104
43867,7,1799,76,0.04224569205
43889,5,1739,29,0.01667625072
43891,7,1792,57,0.03180803571
43913,5,1788,45,0.02516778523
43933,1,1814,72,0.03969128997
43943,11,1755,42,0.02393162393
43951,7,1758,66,0.03754266212
43961,5,1782,33,0.01851851852
43963,7,1791,88,0.0491345617
43969,1,1804,36,0.0199556541
43973,5,1780,51,0.02865168539
43987,7,1802,132,0.07325194229
43991,11,1679,31,0.01846337105
43997,5,1786,32,0.01791713326
44017,1,1813,58,0.03199117485
44021,5,1743,30,0.01721170396
44027,11,1782,34,0.01907968575
44029,1,1797,73,0.04062326099
44041,1,1805,43,0.02382271468
44053,1,1822,74,0.04061470911
44059,7,1809,69,0.03814262023
44071,7,1761,53,0.03009653606
44087,11,1755,30,0.01709401709
44089,1,1804,93,0.05155210643
44101,1,1813,48,0.02647545505
44111,11,1727,35,0.02026635785
44119,7,1763,95,0.05388542258
44123,11,1788,37,0.0206935123
44129,5,1785,24,0.01344537815
44131,7,1772,51,0.02878103837
44159,11,1709,46,0.02691632534
44171,11,1744,20,0.01146788991
44179,7,1808,73,0.04037610619
44189,5,1765,24,0.01359773371
44201,5,1767,37,0.02093944539
44203,7,1807,99,0.05478693968
44207,11,1796,41,0.0228285078
44221,1,1814,73,0.04024255788
44249,5,1766,25,0.01415628539
44257,1,1826,138,0.07557502738
44263,7,1803,59,0.03272323905
44267,11,1784,75,0.04204035874
44269,1,1820,57,0.03131868132
44273,5,1799,53,0.02946081156
44279,11,1737,26,0.01496833621
44281,1,1801,66,0.03664630761
44293,1,1829,81,0.04428649535
44351,11,1691,38,0.02247191011
44357,5,1801,60,0.0333148251
44371,7,1806,73,0.04042081949
44381,5,1794,22,0.01226309922
44383,7,1794,109,0.0607580825
44389,1,1824,69,0.03782894737
44417,5,1813,34,0.01875344732
44449,1,1824,71,0.0389254386
44453,5,1785,58,0.0324929972
44483,11,1783,39,0.02187324734
44491,7,1797,69,0.03839732888
44497,1,1828,118,0.06455142232
44501,5,1792,24,0.01339285714
44507,11,1810,54,0.02983425414
44519,11,1690,33,0.01952662722
44531,11,1775,33,0.0185915493
44533,1,1834,125,0.06815703381
44537,5,1816,44,0.02422907489
44543,11,1803,51,0.02828618968
44549,5,1789,25,0.01397428731
44563,7,1832,56,0.03056768559
44579,11,1763,33,0.01871809416
44587,7,1831,82,0.04478427089
44617,1,1837,123,0.0669569951
44621,5,1798,45,0.02502780868
44623,7,1814,111,0.0611907387
44633,5,1807,30,0.01660210293
44641,1,1829,59,0.03225806452
44647,7,1832,85,0.04639737991
44651,11,1740,31,0.01781609195
44657,5,1826,55,0.03012048193
44683,7,1841,93,0.0505160239
44687,11,1783,58,0.03252944476
44699,11,1794,26,0.01449275362
44701,1,1822,70,0.03841931943
44711,11,1730,26,0.01502890173
44729,5,1780,42,0.02359550562
44741,5,1819,27,0.01484332051
44753,5,1834,43,0.02344601963
44771,11,1775,31,0.01746478873
44773,1,1848,90,0.0487012987
44777,5,1801,59,0.03275957801
44789,5,1785,24,0.01344537815
44797,1,1846,78,0.04225352113
44809,1,1843,51,0.02767227347
44819,11,1791,36,0.02010050251
44839,7,1822,46,0.02524698134
44843,11,1818,31,0.01705170517
44851,7,1838,44,0.0239390642
44867,11,1809,39,0.02155887231
44879,11,1734,27,0.01557093426
44887,7,1818,106,0.05830583058
44893,1,1843,61,0.03309820944
44909,5,1820,22,0.01208791209
44917,1,1850,119,0.06432432432
44927,11,1800,43,0.02388888889
44939,11,1794,44,0.02452619844
44953,1,1841,73,0.03965236285
44959,7,1800,62,0.03444444444
44963,11,1813,39,0.02151130723
44971,7,1835,70,0.03814713896
44983,7,1838,63,0.03427638738
44987,11,1808,56,0.03097345133
45007,7,1824,62,0.03399122807
45013,1,1854,95,0.05124056095
45053,5,1847,35,0.01894964808
45061,1,1852,49,0.02645788337
45077,5,1844,44,0.02386117137
45083,11,1812,54,0.0298013245
45119,11,1736,17,0.009792626728
45121,1,1849,60,0.03244997296
45127,7,1829,102,0.05576817933
45131,11,1800,34,0.01888888889
45137,5,1833,40,0.02182214948
45139,7,1812,62,0.03421633554
45161,5,1823,24,0.01316511245
45179,11,1804,23,0.01274944568
45181,1,1856,64,0.03448275862
45191,11,1741,41,0.02354968409
45197,5,1843,50,0.02712967987
45233,5,1836,68,0.03703703704
45247,7,1847,93,0.05035192204
45259,7,1859,67,0.03604088219
45263,11,1794,41,0.02285395764
45281,5,1825,45,0.02465753425
45289,1,1838,53,0.02883569097
45293,5,1843,38,0.0206185567
45307,7,1859,138,0.07423345885
45317,5,1833,46,0.0250954719
45319,7,1836,40,0.02178649237
45329,5,1847,26,0.01407688143
45337,1,1859,113,0.06078536848
45341,5,1825,25,0.01369863014
45343,7,1846,88,0.04767063922
45361,1,1855,37,0.01994609164
45377,5,1836,66,0.03594771242
45389,5,1839,31,0.01685698749
45403,7,1865,72,0.03860589812
45413,5,1855,37,0.01994609164
45427,7,1870,65,0.03475935829
45433,1,1874,134,0.07150480256
45439,7,1828,59,0.03227571116
45481,1,1864,42,0.02253218884
45491,11,1783,36,0.02019068985
45497,5,1866,33,0.01768488746
45503,11,1791,40,0.02233389168
45523,7,1874,57,0.03041622199
45533,5,1863,58,0.03113258186
45541,1,1870,96,0.0513368984
45553,1,1877,64,0.03409696324
45557,5,1858,36,0.01937567277
45569,5,1812,34,0.01876379691
45587,11,1827,40,0.021893815
45589,1,1868,74,0.03961456103
45599,11,1815,27,0.01487603306
45613,1,1872,70,0.03739316239
45631,7,1820,68,0.03736263736
45641,5,1836,25,0.01361655773
45659,11,1804,30,0.01662971175
45667,7,1876,90,0.04797441365
45673,1,1883,99,0.05257567711
45677,5,1870,56,0.02994652406
45691,7,1867,38,0.0203535083
45697,1,1882,103,0.05472901169
45707,11,1846,31,0.01679306609
45737,5,1851,45,0.02431118314
45751,7,1812,61,0.03366445916
45757,1,1874,83,0.04429028815
45763,7,1882,80,0.04250797024
45767,11,1827,34,0.01860974275
45779,11,1791,30,0.01675041876
45817,1,1885,88,0.04668435013
45821,5,1813,26,0.01434087148
45823,7,1868,78,0.04175588865
45827,11,1849,50,0.02704164413
45833,5,1870,45,0.02406417112
45841,1,1871,68,0.03634420096
45853,1,1889,132,0.06987824246
45863,11,1829,57,0.0311645708
45869,5,1824,29,0.01589912281
45887,11,1809,31,0.01713653952
45893,5,1881,37,0.01967038809
45943,7,1873,63,0.03363587827
45949,1,1889,52,0.02752779248
45953,5,1858,62,0.03336921421
45959,11,1795,38,0.02116991643
45971,11,1817,22,0.01210787012
45979,7,1861,58,0.03116603976
45989,5,1852,39,0.02105831533
46021,1,1866,68,0.03644158628
46027,7,1897,107,0.05640484976
46049,5,1845,31,0.01680216802
46051,7,1868,91,0.04871520343
46061,5,1860,32,0.01720430108
46073,5,1881,47,0.0249867092
46091,11,1838,50,0.02720348205
46093,1,1900,121,0.06368421053
46099,7,1888,47,0.0248940678
46103,11,1828,38,0.02078774617
46133,5,1874,41,0.02187833511
46141,1,1891,42,0.02221047065
46147,7,1882,89,0.0472901169
46153,1,1901,70,0.03682272488
46171,7,1875,107,0.05706666667
46181,5,1869,35,0.01872659176
46183,7,1891,101,0.05341089371
46187,11,1884,52,0.02760084926
46199,11,1757,29,0.01650540694
46219,7,1867,66,0.03535083021
46229,5,1863,19,0.0101986044
46237,1,1910,62,0.03246073298
46261,1,1890,62,0.0328042328
46271,11,1825,25,0.01369863014
46273,1,1898,122,0.06427818757
46279,7,1858,42,0.02260495156
46301,5,1874,33,0.01760939168
46307,11,1873,35,0.01868659904
46309,1,1893,56,0.02958267301
46327,7,1893,97,0.05124141574
46337,5,1896,47,0.02478902954
46349,5,1868,16,0.008565310493
46351,7,1863,53,0.02844873859
46381,1,1901,61,0.03208837454
46399,7,1873,70,0.03737319808
46411,7,1885,50,0.02652519894
46439,11,1809,16,0.008844665561
46441,1,1900,75,0.03947368421
46447,7,1906,98,0.05141657922
46451,11,1833,43,0.02345881069
46457,5,1886,64,0.03393425239
46471,7,1850,61,0.03297297297
46477,1,1914,76,0.03970741902
46489,1,1915,53,0.02767624021
46499,11,1839,43,0.02338227297
46507,7,1909,88,0.04609743321
46511,11,1775,36,0.02028169014
46523,11,1890,38,0.02010582011
46549,1,1891,59,0.03120042306
46559,11,1821,27,0.01482701812
46567,7,1889,122,0.06458443621
46573,1,1922,82,0.04266389178
46589,5,1887,33,0.01748807631
46591,7,1855,48,0.02587601078
46601,5,1887,28,0.01483836778
46619,11,1832,32,0.01746724891
46633,1,1923,131,0.06812272491
46639,7,1854,70,0.0377562028
46643,11,1899,43,0.02264349658
46649,5,1894,35,0.01847940866
46663,7,1909,107,0.05605028811
46679,11,1783,29,0.01626472238
46681,1,1900,89,0.04684210526
46687,7,1913,72,0.03763721903
46691,11,1865,25,0.01340482574
46703,11,1834,54,0.0294438386
46723,7,1904,86,0.04516806723
46727,11,1880,34,0.01808510638
46747,7,1915,65,0.03394255875
46751,11,1798,44,0.02447163515
46757,5,1903,35,0.01839201261
46769,5,1883,30,0.01593202337
46771,7,1894,38,0.02006335797
46807,7,1908,84,0.04402515723
46811,11,1878,22,0.01171458999
46817,5,1913,40,0.02090956613
46819,7,1906,82,0.04302203568
46829,5,1867,24,0.01285484735
46831,7,1891,67,0.03543098889
46853,5,1906,38,0.01993704092
46861,1,1914,86,0.04493207941
46867,7,1922,79,0.04110301769
46877,5,1895,40,0.02110817942
46889,5,1873,31,0.01655098772
46901,5,1891,25,0.01322051824
46919,11,1815,43,0.02369146006
46933,1,1927,88,0.04566683965
46957,1,1934,64,0.03309203723
46993,1,1944,89,0.045781893
46997,5,1913,62,0.0324098275
47017,1,1932,110,0.05693581781
47041,1,1939,71,0.03661681279
47051,11,1902,23,0.01209253417
47057,5,1889,49,0.02593965061
47059,7,1924,72,0.03742203742
47087,11,1851,40,0.02160994057
47093,5,1928,38,0.01970954357
47111,11,1829,26,0.01421541826
47119,7,1896,45,0.02373417722
47123,11,1887,64,0.03391626921
47129,5,1899,35,0.01843075303
47137,1,1931,107,0.05541170378
47143,7,1919,120,0.06253256905
47147,11,1908,32,0.01677148847
47149,1,1933,64,0.03310915675
47161,1,1936,54,0.02789256198
47189,5,1903,17,0.008933263269
47207,11,1845,55,0.0298102981
47221,1,1941,77,0.03967027306
47237,5,1932,44,0.02277432712
47251,7,1932,49,0.02536231884
47269,1,1923,57,0.02964118565
47279,11,1863,31,0.01663982823
47287,7,1932,85,0.04399585921
47293,1,1946,76,0.03905447071
47297,5,1919,47,0.02449192288
47303,11,1884,44,0.02335456476
47309,5,1895,48,0.0253298153
47317,1,1954,78,0.03991811668
47339,11,1860,35,0.0188172043
47351,11,1810,31,0.01712707182
47353,1,1949,137,0.07029245767
47363,11,1901,31,0.01630720673
47381,5,1887,30,0.01589825119
47387,11,1918,42,0.02189781022
47389,1,1937,59,0.03045947341
47407,7,1920,65,0.03385416667
47417,5,1914,60,0.03134796238
47419,7,1939,50,0.02578648788
47431,7,1893,65,0.03433703117
47441,5,1918,31,0.01616266945
47459,11,1877,34,0.01811401172
47491,7,1938,86,0.04437564499
47497,1,1960,69,0.03520408163
47501,5,1908,31,0.01624737945
47507,11,1925,67,0.03480519481
47513,5,1949,50,0.02565418163
47521,1,1951,90,0.04613018965
47527,7,1934,65,0.03360910031
47533,1,1951,100,0.05125576627
47543,11,1918,67,0.03493222106
47563,7,1953,100,0.05120327701
47569,1,1956,68,0.03476482618
47581,1,1945,52,0.02673521851
47591,11,1840,45,0.02445652174
47599,7,1912,84,0.04393305439
47609,5,1909,28,0.01466736511
47623,7,1949,61,0.03129810159
47629,1,1950,47,0.0241025641
47639,11,1910,32,0.0167539267
47653,1,1969,101,0.05129507364
47657,5,1955,38,0.01943734015
47659,7,1933,69,0.03569580962
47681,5,1904,21,0.01102941176
47699,11,1919,35,0.01823866597
47701,1,1947,93,0.04776579353
47711,11,1833,28,0.01527550464
47713,1,1968,67,0.03404471545
47717,5,1933,48,0.02483186756
47737,1,1968,61,0.03099593496
47741,5,1950,24,0.01230769231
47743,7,1944,117,0.06018518519
47777,5,1959,48,0.02450229709
47779,7,1940,40,0.0206185567
47791,7,1918,55,0.02867570386
47797,1,1965,67,0.03409669211
47807,11,1936,41,0.02117768595
47809,1,1965,98,0.04987277354
47819,11,1908,28,0.01467505241
47837,5,1930,53,0.0274611399
47843,11,1929,50,0.02592016589
47857,1,1955,103,0.05268542199
47869,1,1952,50,0.0256147541
47881,1,1968,70,0.03556910569
47903,11,1939,45,0.02320783909
47911,7,1924,57,0.02962577963
47917,1,1980,72,0.03636363636
47933,5,1961,33,0.0168281489
47939,11,1893,50,0.0264131009
47947,7,1975,76,0.03848101266
47951,11,1878,23,0.01224707135
47963,11,1950,61,0.03128205128
47969,5,1916,40,0.02087682672
47977,1,1977,91,0.04602933738
47981,5,1933,38,0.01965856182
48017,5,1957,38,0.01941747573
48023,11,1869,39,0.02086677368
48029,5,1946,32,0.01644398767
48049,1,1975,55,0.02784810127
48073,1,1983,64,0.03227433182
48079,7,1950,86,0.0441025641
48091,7,1949,45,0.02308876347
48109,1,1956,60,0.03067484663
48119,11,1916,36,0.01878914405
48121,1,1971,70,0.03551496702
48131,11,1903,39,0.02049395691
48157,1,1989,91,0.04575163399
48163,7,1980,120,0.06060606061
48179,11,1879,36,0.0191591272
48187,7,1965,85,0.04325699746
48193,1,1981,105,0.05300353357
48197,5,1967,43,0.02186070158
48221,5,1906,27,0.01416579224
48239,11,1909,25,0.01309586171
48247,7,1951,110,0.0563813429
48259,7,1954,55,0.02814738997
48271,7,1952,102,0.05225409836
48281,5,1941,20,0.01030396703
48299,11,1908,45,0.02358490566
48311,11,1872,20,0.01068376068
48313,1,1992,128,0.06425702811
48337,1,1996,79,0.03957915832
48341,5,1953,36,0.01843317972
48353,5,1978,41,0.02072800809
48371,11,1957,28,0.01430761369
48383,11,1912,70,0.03661087866
48397,1,1987,124,0.06240563664
48407,11,1920,38,0.01979166667
48409,1,1993,55,0.02759658806
48413,5,1980,40,0.0202020202
48437,5,1973,49,0.02483527623
48449,5,1956,33,0.01687116564
48463,7,1967,58,0.02948652771
48473,5,1968,40,0.02032520325
48479,11,1894,19,0.01003167899
48481,1,1979,60,0.0303183426
48487,7,1957,84,0.04292284108
48491,11,1940,22,0.01134020619
48497,5,1985,56,0.0282115869
48523,7,1991,97,0.04871923656
48527,11,1917,72,0.03755868545
48533,5,1985,43,0.02166246851
48539,11,1916,23,0.01200417537
48541,1,1977,59,0.02984319676
48563,11,1985,48,0.0241813602
48571,7,1965,56,0.02849872774
48589,1,2001,58,0.02898550725
48593,5,1963,43,0.02190524707
48611,11,1901,30,0.01578116781
48619,7,1975,57,0.02886075949
48623,11,1961,35,0.01784803672
48647,11,1972,42,0.02129817444
48649,1,1990,55,0.02763819095
48661,1,2002,49,0.02447552448
48673,1,2006,91,0.04536390828
48677,5,1985,42,0.02115869018
48679,7,1983,78,0.03933434191
48731,11,1952,37,0.01895491803
48733,1,2009,120,0.05973120956
48751,7,1949,52,0.0266803489
48757,1,2015,105,0.05210918114
48761,5,1974,44,0.02228976697
48767,11,1921,50,0.02602811036
48779,11,1944,37,0.01903292181
48781,1,1990,72,0.03618090452
48787,7,2008,60,0.02988047809
48799,7,1974,63,0.03191489362
48809,5,1960,44,0.02244897959
48817,1,2010,114,0.05671641791
48821,5,1967,52,0.02643619725
48823,7,1978,132,0.06673407482
48847,7,2000,68,0.034
48857,5,1988,35,0.0176056338
48859,7,1971,79,0.04008117707
48869,5,1984,32,0.01612903226
48871,7,1967,60,0.03050330452
48883,7,2006,69,0.03439680957
48889,1,2010,44,0.02189054726
48907,7,2001,108,0.05397301349
48947,11,1959,54,0.02756508423
48953,5,2009,42,0.02090592334
48973,1,2024,102,0.05039525692
48989,5,1965,32,0.01628498728
48991,7,1976,80,0.04048582996
49003,7,2007,131,0.06527154958
49009,1,2004,54,0.02694610778
49019,11,1932,32,0.016563147
49031,11,1929,45,0.0233281493
49033,1,2015,99,0.04913151365
49037,5,1996,42,0.02104208417
49043,11,1997,54,0.02704056084
49057,1,2022,89,0.04401582591
49069,1,2015,81,0.04019851117
49081,1,2011,65,0.03232222775
49103,11,1941,58,0.02988150438
49109,5,1996,28,0.01402805611
49117,1,2011,104,0.0517155644
49121,5,1993,26,0.01304565981
49123,7,2022,70,0.03461918892
49139,11,1917,31,0.01617110068
49157,5,2002,47,0.02347652348
49169,5,1988,21,0.01056338028
49171,7,2000,68,0.034
49177,1,2025,90,0.04444444444
49193,5,2007,36,0.01793721973
49199,11,1886,34,0.01802757158
49201,1,2010,73,0.03631840796
49207,7,2016,107,0.05307539683
49211,11,1974,32,0.01621073961
49223,11,1961,67,0.03416624171
49253,5,2008,38,0.01892430279
49261,1,2024,51,0.02519762846
49277,5,2009,35,0.01742160279
49279,7,1959,52,0.02654415518
49297,1,2028,76,0.03747534517
49307,11,1990,55,0.02763819095
49331,11,1979,25,0.01263264275
49333,1,2035,115,0.05651105651
49339,7,2009,66,0.03285216526
49363,7,2024,113,0.05583003953
49367,11,1945,55,0.02827763496
49369,1,2020,105,0.05198019802
49391,11,1897,28,0.0147601476
49393,1,2042,83,0.04064642507
49409,5,1963,29,0.01477330616
49411,7,2002,72,0.03596403596
49417,1,2040,99,0.04852941176
49429,1,2023,40,0.01977261493
49433,5,2012,44,0.02186878728
49451,11,1930,30,0.01554404145
49459,7,2028,49,0.0241617357
49463,11,2010,44,0.02189054726
49477,1,2042,62,0.03036238981
49481,5,1999,33,0.01650825413
49499,11,2000,23,0.0115
49523,11,2011,66,0.03281949279
49529,5,1984,33,0.01663306452
49531,7,2011,69,0.03431128792
49537,1,2043,145,0.07097405776
49547,11,2014,37,0.0183714002
49549,1,2036,106,0.05206286837
49559,11,1903,41,0.02154492906
49597,1,2050,88,0.04292682927
49603,7,2046,98,0.04789833822
49613,5,2035,41,0.02014742015
49627,7,2041,74,0.03625673689
49633,1,2044,110,0.05381604697
49639,7,2011,66,0.03281949279
49663,7,2028,111,0.05473372781
49667,11,2019,46,0.02278355622
49669,1,2045,46,0.02249388753
49681,1,2046,50,0.02443792766
49697,5,2026,39,0.01924975321
49711,7,2011,39,0.01939333665
49727,11,1969,50,0.02539360081
49739,11,1984,22,0.01108870968
49741,1,2015,67,0.03325062035
49747,7,2044,125,0.06115459883
49757,5,2041,39,0.01910828025
49783,7,2019,106,0.05250123824
49787,11,2018,57,0.02824578791
49789,1,2035,85,0.04176904177
49801,1,2040,79,0.0387254902
49807,7,2036,68,0.03339882122
49811,11,1981,45,0.0227158001
49823,11,1995,59,0.02957393484
49831,7,2003,83,0.04143784324
49843,7,2040,111,0.05441176471
49853,5,2043,72,0.03524229075
49871,11,1900,26,0.01368421053
49877,5,2032,46,0.02263779528
49891,7,2040,54,0.02647058824
49919,11,1986,25,0.01258811682
49921,1,2053,69,0.03360935217
49927,7,2028,144,0.07100591716
49937,5,2012,50,0.02485089463
49939,7,2042,56,0.02742409403
49943,11,1974,47,0.02380952381
49957,1,2057,98,0.04764219737
49991,11,1968,22,0.01117886179
49993,1,2061,151,0.07326540514
49999,7,1992,90,0.04518072289
50021,5,1998,31,0.01551551552
50023,7,2029,73,0.03597831444
50033,5,2050,43,0.02097560976
50047,7,2037,78,0.0382916053
50051,11,2013,31,0.01539990065
50053,1,2064,123,0.05959302326
50069,5,2006,43,0.02143569292
50077,1,2058,107,0.05199222546
50087,11,2025,40,0.01975308642
50093,5,2045,35,0.01711491443
50101,1,2047,56,0.02735710796
50111,11,1909,32,0.01676270299
50119,7,2021,65,0.03216229589
50123,11,2018,52,0.02576808722
50129,5,2026,23,0.01135241856
50131,7,2050,64,0.0312195122
50147,11,2021,66,0.03265710045
50153,5,2047,57,0.02784562775
50159,11,1962,35,0.01783893986
50177,5,2055,34,0.01654501217
50207,11,1999,58,0.02901450725
50221,1,2057,67,0.03257170637
50227,7,2068,84,0.04061895551
50231,11,1925,43,0.02233766234
50261,5,2020,22,0.01089108911
50263,7,2048,112,0.0546875
50273,5,2044,62,0.03033268102
50287,7,2025,81,0.04
50291,11,2001,33,0.01649175412
50311,7,2010,44,0.02189054726
50321,5,2007,43,0.02142501246
50329,1,2058,99,0.04810495627
50333,5,2035,40,0.01965601966
50341,1,2071,58,0.0280057943
50359,7,2052,58,0.02826510721
50363,11,2036,52,0.02554027505
50377,1,2072,96,0.04633204633
50383,7,2066,70,0.03388189739
50387,11,2021,34,0.01682335477
50411,11,2046,25,0.01221896383
50417,5,2059,57,0.02768334143
50423,11,2004,44,0.02195608782
50441,5,1999,27,0.01350675338
50459,11,1984,32,0.01612903226
50461,1,2064,94,0.04554263566
50497,1,2080,112,0.05384615385
50503,7,2055,114,0.05547445255
50513,5,2072,55,0.02654440154
50527,7,2072,78,0.03764478764
50539,7,2067,90,0.0435413643
50543,11,1984,58,0.02923387097
50549,5,2058,34,0.01652089407
50551,7,2038,60,0.02944062807
50581,1,2079,63,0.0303030303
50587,7,2073,125,0.06029908345
50591,11,1969,31,0.0157440325
50593,1,2088,89,0.04262452107
50599,7,2015,63,0.03126550868
50627,11,2057,66,0.0320855615
50647,7,2077,85,0.04092441021
50651,11,1990,39,0.01959798995
50671,7,2047,82,0.04005862237
50683,7,2065,67,0.03244552058
50707,7,2070,134,0.06473429952
50723,11,2057,29,0.01409820126
50741,5,2060,49,0.02378640777
50753,5,2043,63,0.03083700441
50767,7,2062,79,0.03831231814
50773,1,2096,64,0.03053435115
50777,5,2070,60,0.02898550725
50789,5,2046,26,0.01270772239
50821,1,2085,60,0.02877697842
50833,1,2086,72,0.03451581975
50839,7,2020,61,0.0301980198
50849,5,2056,31,0.01507782101
50857,1,2100,79,0.03761904762
50867,11,2065,73,0.03535108959
50873,5,2076,41,0.0197495183
50891,11,2038,25,0.01226692836
50893,1,2095,126,0.06014319809
50909,5,2049,32,0.01561737433
50923,7,2083,121,0.05808929429
50929,1,2093,63,0.03010033445
50951,11,1943,29,0.01492537313
50957,5,2081,39,0.01874098991
50969,5,2066,21,0.01016456922
50971,7,2091,50,0.02391200383
50989,1,2090,51,0.02440191388
50993,5,2083,53,0.02544407105
51001,1,2093,104,0.04968944099
51031,7,2073,50,0.02411963338
51043,7,2100,146,0.06952380952
51047,11,1986,53,0.02668680765
51059,11,2049,28,0.01366520254
51061,1,2082,50,0.02401536984
51071,11,1992,40,0.02008032129
51109,1,2104,67,0.03184410646
51131,11,2038,37,0.01815505397
51133,1,2107,96,0.04556241101
51137,5,2093,52,0.0248447205
51151,7,2066,59,0.02855759923
51157,1,2113,93,0.0440132513
51169,1,2075,68,0.03277108434
51193,1,2113,74,0.03502129673
51197,5,2091,54,0.02582496413
51199,7,2088,47,0.02250957854
51203,11,2067,71,0.0343492985
51217,1,2106,126,0.05982905983
51229,1,2089,71,0.03398755385
51239,11,1988,37,0.01861167002
51241,1,2110,72,0.03412322275
51257,5,2085,45,0.02158273381
51263,11,2055,47,0.02287104623
51283,7,2116,86,0.04064272212
51287,11,2040,83,0.04068627451
51307,7,2109,93,0.04409672831
51329,5,2063,33,0.01599612215
51341,5,2051,36,0.01755241346
51343,7,2093,113,0.05398948877
51347,11,2077,34,0.01636976408
51349,1,2112,57,0.02698863636
51361,1,2112,60,0.02840909091
51383,11,2035,59,0.02899262899
51407,11,2054,62,0.03018500487
51413,5,2089,50,0.02393489708
51419,11,2056,29,0.01410505837
51421,1,2100,72,0.03428571429
51427,7,2090,91,0.04354066986
51431,11,2022,20,0.009891196835
51437,5,2107,41,0.01945894637
51439,7,2076,76,0.0366088632
51449,5,2081,43,0.02066314272
51461,5,2102,38,0.01807802093
51473,5,2110,49,0.02322274882
51479,11,2000,16,0.008
51481,1,2107,74,0.03512102515
51487,7,2109,86,0.04077761972
51503,11,2057,37,0.01798736023
51511,7,2068,93,0.04497098646
51517,1,2128,90,0.04229323308
51521,5,2089,28,0.01340354236
51539,11,2061,51,0.02474526929
51551,11,2024,40,0.01976284585
51563,11,2098,45,0.02144899905
